Date,Donor,Address,Amount
2017-05-25,FISHER WEST CHAMBERS STREET LLC,,60000.0
2017-05-25,FB VENTURE ASSOCIATES LLC,,60000.0
2017-05-26,LITA DIRKS & CO LLC,,500.0
2017-05-26,ROGER DEAN LLC,,500.0
2017-05-26,RESIDENTIAL SYSTEMS DESIGN LLC,,250.0
2017-05-26,CNY ASSOCIATES LLC,,200.0
2017-05-26,MEKAEL ENGINEERING & CONSULTING LLC,,500.0
2017-05-26,IMPACT ENVIRONMENTAL ENGINEERING PLLC,,500.0
2017-05-26,JVC INSULATION CONTRACTORS LLC,,250.0
2017-05-26,DESIGN GLASS & MIRRORS LLC,,500.0
2017-05-26,FAIRVIEW HEARTHSIDE DISTRIBUTORS LLC,,100.0
2017-05-26,RUSPINI CONSULTING ENGINEERS LLC,,200.0
2017-05-26,D.C. PLUMBING & HEATING LLC,,500.0
2017-05-26,AUDIO VIDEO EXCELLENCE LLC,,500.0
2017-05-30,THE RADCHENKO LAW FIRM PLLC,,3000.0
2017-05-30,GROPPER LAW GROUP PLLC,,100.0
2017-05-30,NAPOLI SHKOLNIK PLLC,,5000.0
2017-05-30,EDELMAN KRASIN & JAYE PLLC,,1000.0
2017-05-30,PEGALIS & ERICKSON LLC,,5000.0
2017-05-30,ZAREMBA BROWN PLLC,,10000.0
2017-05-30,WILLIAM MORRIS ENDEAVOR ENTERTAINMENT LLC,,10000.0
2017-05-30,INTERIOR DRYWALL SYSTEM LLC,,2500.0
2017-05-30,LAW OFFICE OF GREGORY SHEINDLIN PLLC,,500.0
2017-06-05,THOMPSON & BENDER LLC,,1000.0
2017-06-07,ALDA REAL ESTATE HOLDINGS LLC,,5000.0
2017-06-07,HARRIS BEACH PLLC,,2500.0
2017-06-09,IKEDDI IMPORTS LLC,,5000.0
2017-06-12,BEOWULF ENERGY LLC,,10000.0
2017-06-12,OMNI HOLDING COMPANY LLC,,25000.0
2017-06-14,SAHN WARD COSCHIGNANO PLLC,,5000.0
2017-06-14,MODA YOGA LLC,,15000.0
2017-06-16,CONSTELLATION LEASING LLC,,26115.0
2017-06-19,SFA HOLDINGS LLC,,50000.0
2017-06-19,LECHASE CONSTRUCTION SERVICES LLC,,25000.0
2017-06-19,LECHASE CONSTRUCTION SERVICES LLC,,25000.0
2017-06-21,CAMELOT ASSOCIATES LLC,,2500.0
2017-06-21,CLOVER COMMUNITIES CLAY LLC,,2500.0
2017-06-21,CLOVER COMMUNITIES SALINA LLC,,2500.0
2017-06-21,CLOVER COMMUNITIES NEW HARFORD LLC,,2500.0
2017-06-21,LINCOLN PARKWAY APARTMENTS LLC,,2500.0
2017-06-21,CLOVER COMMUNITIES CAMILLUS LLC,,2500.0
2017-06-21,CLOVER COMMUNITIES JOHNSON CITY LLC,,2500.0
2017-06-21,CLOVER COMMUNITIES CRESTMOUNT LLC,,2500.0
2017-06-21,CLOVER COMMUNITIES ROLL LLC,,2500.0
2017-06-21,CLOVER COMMUNITIES SWEETHOME LLC,,2500.0
2017-06-21,MILL STREET LLC,,2500.0
2017-06-21,ANSONIA CENTER PARTNERS LLC,,2500.0
2017-06-21,CLOVER COMMUNITIES SOUTHWESTERN LLC,,2500.0
2017-06-21,CALDWELL BUILDING LLC,,2500.0
2017-06-21,CLOVER COMMUNITIES FRIES LLC,,2500.0
2017-06-22,SARATOGA GAMING RESOURCES LLC,,25000.0
2017-06-23,CONSTANTINOPLE & VALLONE CONSULTING LLC,,5000.0
2017-06-23,TRIAD GROUP LLC,,15000.0
2017-06-26,URBAN STRATEGIES LLC,,2500.0
2017-06-26,YAN 950-2 LLC,,2000.0
2017-06-30,FAIRMONT CONSTRUCTION MANAGEMENT LLC,,15000.0
2017-06-30,ALITE FLOORING LLC,,5000.0
2017-07-05,WARWICK CHI LLC,,5000.0
2017-07-05,DEGIAIMO MONTI PARTNERS LLC,,15000.0
2017-07-05,COMMACK CHI LLC,,7500.0
2017-07-05,AEROTECH INDUSTRIAL LLC,,2500.0
2017-07-07,BOND SCHOENECK & KING PLLC,,1000.0
2017-07-07,R & M ASSOCIATES LLC,,1000.0
2017-07-10,NY2O LLC,,5000.0
2017-07-11,BROWN & WEINRAUB PLLC,,14500.0
2017-07-11,COURTHOUSE CORPORATE CENTER LLC,,5000.0
2017-07-13,EMERALD CITY LLC,,15841.0
2017-07-18,MODWORXX LLC,,5000.0
2017-07-19,CABLEVISION OF WARWICK LLC,,50000.0
2017-07-19,NAVILLUS GROUP LLC,,25000.0
2017-07-19,ARMORY PARKING ASSOCIATES LLC,,1000.0
2017-07-19,GRANITE DEVELOPMENT COMPANY LLC,,5000.0
2017-07-20,MULLANEY & GJELAJ PLLC,,1000.0
2017-07-20,THE ASHLEY LAW FIRM PLLC,,150.0
2017-07-20,PEGALIS & ERICKSON LLC,,5000.0
2017-08-10,KONAR ENTERPRISES LLC,,1000.0
2017-08-17,RMC DEVELOPMENT COMPANY LLC,,2000.0
2017-08-22,CROWN JANITORIAL PRODUCTS LLC,,300.0
2017-09-19,RONDOUT PROPERTY MANAGEMENT LLC,,10000.0
2017-09-20,MANHATTAN BEER DISTRIBUTORS LLC,,20000.0
2017-09-26,STGG REALTY LLC,,50000.0
2017-09-29,CENTURY NEW YORK CITY REGIONAL CENTER LLC,,10000.0
2017-10-03,MEDINOVA PHYSICIANS PLLC,,1000.0
2017-10-03,THE HELENA ASSOCIATES LLC,,20000.0
2017-10-03,B & N CONTRACTORS LLC,,5000.0
2017-10-03,PEDIATRICS 2000 III PLLC,,800.0
2017-10-10,COMMACK CHI LLC,,5000.0
2017-10-18,O & H MANAGEMENT LLC,,6000.0
2017-10-18,STL REALTY LLC,,1000.0
2017-10-18,JADE'S PATH LLC,,1000.0
2017-10-18,BLUESTAR GROUP LLC,,5000.0
2017-10-19,PEGALIS & ERICKSON LLC,,1000.0
2017-10-23,COVANTA ENERGY LLC,,5000.0
2017-10-25,MCM EQUITIES LLC,,5000.0
2017-11-01,MSL PARTNERS LLC,,50000.0
2017-11-06,DOLP 675 PROPERTIES LLC,,25000.0
2017-11-07,URBAN PRECAST LLC,,5000.0
2017-11-07,US CRANE LLC,,5000.0
2017-11-09,ACCESS INDUSTRIES HOLDINGS LLC,,25000.0
2017-11-10,TISHMAN SPEYER DEVELOPMENT LLC,,25000.0
2017-11-15,550 WEST 37 LLC,,25000.0
2017-11-16,AB 40TH STREET LLC,,2500.0
2017-11-16,315 HUDSON LLC,,2500.0
2017-11-16,SYMPHONY HOUSE LLC,,2500.0
2017-11-16,RESNICK 255 GREENWICH LLC,,2500.0
2017-11-16,AZOFF MSG ENTERTAINMENT LLC,,10000.0
2017-11-16,RESNICK SEAPORT LLC,,2500.0
2017-11-16,485 MADISON AVENUE LLC,,2500.0
2017-11-16,161 WILLIAM STREET LLC,,2500.0
2017-11-16,250 HUDSON STREET LLC,,2500.0
2017-11-16,RB 52 CO. LLC,,2500.0
2017-11-16,133 E 58TH STREET LLC,,2500.0
2017-11-20,GOTHAM CONSTRUCTION CO. LLC,,15000.0
2017-11-27,COMCAST OF ILLINOIS/INDIANA/OHIO LLC,,11100.0
2017-11-27,WELKIN MECHANICAL LLC,,4000.0
2017-11-27,755 CO-OP CITY LLC,,25000.0
2017-11-27,COMCAST OF ILLINOIS/INDIANA/OHIO LLC,,15200.0
2017-11-27,COMCAST OF ILLINOIS/INDIANA/OHIO LLC,,28800.0
2017-11-27,CHRISTA CONSTRUCTION LLC,,15000.0
2017-11-27,NBC UNIVERSAL MEDIA LLC,,15100.0
2017-11-29,BROOKER ENGINEERING PLLC,,5000.0
2017-11-30,SEAR 200 LLC,,432.0
2017-11-30,UNIQUEST HOSPITALITY LLC,,2057.0
2017-12-01,BOND SCHOENECK & KING PLLC,,1000.0
2017-12-01,B & Z AUTO ENTERPRISES LLC,,2500.0
2017-12-05,EMERG212 125 LLC,,25000.0
2017-12-07,BLUESTONE MANAGEMENT ASSOCIATES LLC,,5000.0
2017-12-07,GALASSO MATERIALS LLC,,5000.0
2017-12-08,G4 2010 LLC,,15000.0
2017-12-11,STATE STREET TITLE AGENCY LLC,,50000.0
2017-12-11,GOTHAM GOVERNMENT RELATIONS LLC,,3000.0
2017-12-11,SARATOGA CASINO HOLDINGS LLC,,5000.0
2017-12-13,PROJECT COMPASSION NY LLC,,50000.0
2017-12-13,GOLDEN GATE REHAB AND HEALTH CENTER LLC,,500.0
2017-12-13,RESTORATIVE CONTINUUM LLC,,15000.0
2017-12-13,OTG MANAGEMENT LLC,,20000.0
2017-12-13,BOWNE ASSOCIATES LLC,,5000.0
2017-12-13,GALASSO MATERIALS LLC,,15000.0
2017-12-14,CIP 360 LLC,,1451.0
2017-12-15,UNITED AMERICAN LEND LLC,,5000.0
2017-12-15,MACQUESTEN TAKEOVER PARTNERS LLC,,10000.0
2017-12-15,BOLTON ST. JOHNS LLC,,10000.0
2017-12-15,LETAIG MANAGEMENT LLC,,1000.0
2017-12-15,438 PELHAM PARTNERS LLC,,5000.0
2017-12-15,CLAREMONT PARK COMMERCIAL LLC,,5000.0
2017-12-15,3300 KOSSUTH PARTNERS LLC,,5000.0
2017-12-15,CARSON EQUITIES LLC,,5000.0
2017-12-15,DIFAZIO POWER & ELECTRIC LLC,,5000.0
2017-12-15,BROWN & WEINRAUB PLLC,,15000.0
2017-12-18,REXSCOTT OPPORTUNITY LLC,,65000.0
2017-12-18,COASTAL DISTRIBUTION LLC,,10000.0
2017-12-18,MATTONE GROUP MANAGEMENT LLC,,2000.0
2017-12-20,TRIANGLE EQUITIES JUNCTION LLC,,25000.0
2017-12-20,THE PARKSIDE GROUP LLC,,25000.0
2017-12-20,NY OV LLC,,50000.0
2017-12-21,K & R PRESERVATION LLC,,25000.0
2017-12-22,EPONYMOUS ASSOCIATES LLC,,1000.0
2017-12-22,MAPLE HEIGHTS SUB LLC,,30000.0
2017-12-22,25 WA ASSOCIATES LLC,,1000.0
2017-12-22,MCR INVESTORS LLC,,20000.0
2017-12-27,GRANITE BUILDING 2 LLC,,25000.0
2017-12-28,HAMPSHIRE MANAGEMENT COMPANY NUMBER 25 LLC,,15000.0
2017-12-28,COMMERCIAL RECYCLING TECHNOLOGY LLC,,1500.0
2018-01-03,MULLANEY & GJELAJ PLLC,,1000.0
2018-01-03,TWO TREES KG LLC,,25000.0
2018-01-05,METROPOLITAN INVESTMENT TRUST LLC,,15000.0
2018-01-08,ALDER CREEK BEVERAGES LLC,,5000.0
2018-01-09,BOP AMTRAK HOLDINGS LLC,,50000.0
2018-01-09,RESORTS WORLD OMNI LLC,,25000.0
2018-01-09,BOP PROPERTIES HOLDINGS LLC,,50000.0
2018-01-09,RXR CO PROPERTY MANAGEMENT LLC,,25000.0
2018-01-09,BOP AMTRAK OP LLC,,50000.0
2018-01-09,MATCH GROUP LLC,,5000.0
2018-01-10,CROWN JANITORIAL PRODUCTS LLC,,1000.0
2018-01-11,TYTY LLC,,5000.0
2018-01-11,700 N. SAM HOUSTON ROAD REALTY LLC,,20000.0
2018-01-11,EMERALD CITY LLC,,15841.0
2018-01-12,OMNI HOLDING COMPANY LLC,,10000.0
2018-01-12,GROPPER LAW GROUP PLLC,,100.0
2018-01-12,LEVINE & WISS PLLC,,500.0
2018-01-12,BROAD MARK BUILDERS LLC,,15000.0
2018-01-12,OMNI NEW YORK LLC,,25000.0
